DRS_ID,DistributionChannel,UserLanguage,geoid.county,Zone,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1a,Q2,Q3_0,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_0,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_0,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_0,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_0,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10,Q12_0,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q14,Q15,Q16,Q17_0,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q18,Q19a,Q19b,Q20,Q21,Q22,Q23,Q24_0,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q34,Q39,Q41a,Q41b,Q41c,Q41d,Q41e,Q41f,Q42a,Q42b,Q42c,Q42d,Q42e,Q42f,Q42g,Q42h,Q42i,Q43_0,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_9,Q43_10,Q43_11,WTFINAL,SEX_P,RACE_P,INCOME_P,AGE_P,ETHNICITY_P,EDU_P,HOMEOWNERSHIP_P,LANGUAGE_P
DRS2455,Mail,English,077,2,Yes,Yes,No,No,Yes,Yes,52,Suburban,Yes,No,No,No,No,No,No,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<I don't know>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Somewhat concerned,<Decline to answer>,<Decline to answer>,Somewhat concerned,<Unsure>,<Decline to answer>,Moderately concerned,<Decline to answer>,<I don't know>,None of the above because climate change isn't happening,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,No,No,<Decline to answer>,Somewhat agree,<I don't know>,<I don't know>,Doing too much,Doing the right amount,Doing the right amount,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,No,No,No,No,No,<Decline to answer>,Yes,Trust only a little,Trust only a little,Trust only a little,Trust only a little,Trust completely,Somewhat distrust,NA,Very unlikely,Very unlikely,Very likely,Somewhat unlikely,Very likely,Unsure,<Decline to answer>,<Not applicable>,<Decline to answer>,NA,<Not applicable>,<Not applicable>,Yes,NA,Yes,<Not applicable>,NA,<Not applicable>,Yes,0.07957441058457387,<Missing>,Other and mixed,50K - <75K,25-34,<Missing>,<Missing>,Owned by you or someone else living there,Other lang
DRS2456,Online,Spanish,095,1,<Decline to answer>,Yes,Yes,No,Yes,Yes,76,<I don't know>,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<Decline to answer>,No,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,No,Yes,No,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No one advocates for my interests in the Delta,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,<Unsure>,Somewhat concerned,<Decline to answer>,Moderately concerned,Somewhat concerned,Moderately concerned,<Decline to answer>,No,Mostly due to other factors,by both human activities and natural changes in the environment,No,No,Yes,No,Yes,<Decline to answer>,Yes,No,Yes,Yes,No,<I don't know>,Strongly agree,<I don't know>,Doing too much,Doing the right amount,<Decline to answer>,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,Very Liberal,No,Trust only a little,Trust completely,Trust completely,Somewhat distrust,Trust somewhat,<Decline to answer>,NA,Very unlikely,Very likely,NA,<Not applicable>,Unsure,Very unlikely,<Decline to answer>,Yes,No,Yes,NA,No,NA,<Decline to answer>,No,No,No,<Not applicable>,<Decline to answer>,0.8974757459026081,Male,Black,>150K,55-64,Hispanic/Latino,<BA/BS,<Decline to answer>,English only
DRS2457,Online,English,<Erased>,3,No,Yes,No,<Decline to answer>,<Decline to answer>,Yes,40,Suburban,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,<I Dont know why the Delta is important>,Yes,No,Yes,Yes,<Decline to answer>,Yes,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,No,No,Yes,Yes,Yes,Yes,<Decline to answer>,No,No,No,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Neutral,No,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Somewhat concerned,Moderately concerned,Very concerned,Very concerned,Somewhat concerned,Moderately concerned,<Decline to answer>,<I don't know>,None of the above because climate change isn't happening,Yes,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,Yes,No,No,<Decline to answer>,Strongly agree,Strongly agree,<Decline to answer>,<Decline to answer>,Not doing enough,Doing too much,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,Yes,No,Yes,<Decline to answer>,No,Yes,Yes,Liberal,NA,Trust somewhat,Trust completely,Trust somewhat,<Not applicable>,<Decline to answer>,NA,NA,Somewhat likely,Somewhat unlikely,Unsure,<Decline to answer>,Somewhat unlikely,Very likely,Very likely,<Decline to answer>,No,NA,<Not applicable>,No,<Decline to answer>,Yes,Yes,Yes,No,Yes,NA,0.2344265727688825,Female,Other and mixed,<Missing>,35-44,Not Hispanic/Latino,<Missing>,<Decline to answer>,NA
DRS2458,Online,Spanish,113,1,Yes,<Decline to answer>,No,Yes,Yes,<Decline to answer>,59,<Decline to answer>,Yes,Yes,No,No,No,Yes,Yes,No,No,No,<I Dont know why the Delta is important>,No,No,No,No,Yes,<Decline to answer>,Yes,No,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,Yes,<Decline to answer>,Yes,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,No,Yes,No,No,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<I don't know>,Satisfied,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Unsure>,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,<Decline to answer>,No,Mostly due to other factors,None of the above because climate change isn't happening,<Decline to answer>,Yes,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes. Please specify:,Somewhat disagree,Somewhat disagree,<I don't know>,Not doing enough,Not doing enough,Not doing enough,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,Yes,<Decline to answer>,No,Somewhat distrust,Trust somewhat,Trust completely,NA,Strongly distrust,Somewhat distrust,<Decline to answer>,<Decline to answer>,Somewhat likely,NA,Very likely,<Decline to answer>,Very likely,Very likely,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,NA,NA,Yes,NA,NA,Yes,No,0.03447862755075342,Male,White,<Missing>,55-64,Not Hispanic/Latino,>BA/BS,NA,NA
DRS2459,Online,English,<Erased>,2,Yes,Yes,Yes,Yes,No,<Decline to answer>,6,Historic or Delta “legacy” town,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,<Decline to answer>,Yes,No,No,<Decline to answer>,No,No,Yes,No,Yes,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Very dissatisfied,Yes,Yes,Yes,Yes,Yes,Yes,<Decline to answer>,No,Not at all concerned,<Decline to answer>,<Unsure>,<Unsure>,<Decline to answer>,Very concerned,Not at all concerned,No,Not at all due to climate change,mostly by natural changes in the environment,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,Strongly disagree,Somewhat agree,<I don't know>,<Decline to answer>,Doing the right amount,Doing the right amount,No,<Decline to answer>,No,No,No,No,Yes,<Decline to answer>,Yes,No,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,None of the above,Yes,Trust only a little,<Not applicable>,<Not applicable>,Trust somewhat,Strongly distrust,Strongly distrust,Unsure,Very unlikely,Very unlikely,Very likely,Somewhat unlikely,Somewhat unlikely,Very unlikely,<Not applicable>,<Decline to answer>,No,<Decline to answer>,<Not applicable>,NA,<Decline to answer>,<Decline to answer>,NA,NA,Yes,NA,<Not applicable>,0.5533867487193579,Male,Other and mixed,<25K,18-24,Hispanic/Latino,>BA/BS,Rented/Other,NA
DRS2460,Online,English,<Erased>,2,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,33,Rural (outside of town),Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,<I Dont know why the Delta is important>,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,No,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,No,No one advocates for my interests in the Delta,Dissatisfied,No,Yes,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Very concerned,Moderately concerned,Not at all concerned,Somewhat concerned,<Unsure>,Moderately concerned,Moderately concerned,Yes. Please specify:,Mostly due to climate change,mostly by natural changes in the environment,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<I don't know>,Somewhat disagree,"No, I have not personally experienced drought impacts",Doing the right amount,<Decline to answer>,Not doing enough,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,Yes,Yes,Yes,Yes,Conservative,NA,Trust only a little,Trust only a little,Trust somewhat,Trust somewhat,Somewhat distrust,<Not applicable>,Very likely,Unsure,Somewhat likely,Very likely,NA,NA,<Decline to answer>,Somewhat unlikely,NA,NA,Yes,NA,<Decline to answer>,NA,<Not applicable>,<Decline to answer>,<Decline to answer>,No,<Not applicable>,NA,0.0394954637206752,<Missing>,Black,100K - <150K,25-34,Hispanic/Latino,<Missing>,Owned by you or someone else living there,English only
DRS2461,Online,English,095,2,No,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,4,<I don't know>,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,<I Dont know why the Delta is important>,Yes,Yes,<Decline to answer>,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,No,<Decline to answer>,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<I don't know>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,<Unsure>,Very concerned,Somewhat concerned,<Unsure>,Somewhat concerned,<Decline to answer>,Moderately concerned,<Decline to answer>,Entirely due to climate change,None of the above because climate change isn't happening,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,<Decline to answer>,Strongly agree,<I don't know>,<Decline to answer>,<Decline to answer>,Doing too much,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Conservative,NA,Somewhat distrust,Somewhat distrust,<Not applicable>,<Not applicable>,Trust somewhat,Trust somewhat,<Not applicable>,Very unlikely,Unsure,NA,<Not applicable>,NA,<Not applicable>,<Decline to answer>,<Decline to answer>,<Not applicable>,Yes,<Decline to answer>,<Decline to answer>,NA,No,<Not applicable>,<Not applicable>,<Decline to answer>,<Not applicable>,No,0.943093371398907,Male,Asian/PI,>150K,45-54,Not Hispanic/Latino,<BA/BS,<Decline to answer>,NA
DRS2462,Mail,Spanish,077,1,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,47,Urban,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,<I Dont know why the Delta is important>,Yes,Yes,<I Dont know why the Delta is important>,Yes,Yes,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,No,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,No one advocates for my interests in the Delta,Very dissatisfied,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,Yes,Somewhat concerned,<Unsure>,Very concerned,<Decline to answer>,Not at all concerned,<Decline to answer>,Somewhat concerned,No,Mostly due to climate change,by both human activities and natural changes in the environment,Yes,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,Yes,No,<I don't know>,Strongly agree,"Yes, I have personally experienced drought impacts. Please specify:",Not doing enough,Not doing enough,Doing the right amount,Yes,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,NA,No,Trust only a little,<Decline to answer>,NA,Strongly distrust,NA,Somewhat distrust,<Decline to answer>,Somewhat likely,<Decline to answer>,Unsure,Very unlikely,<Decline to answer>,<Decline to answer>,Somewhat likely,NA,NA,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,NA,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Not applicable>,0.03602937682110606,<Missing>,Other and mixed,<Missing>,18-24,<Missing>,<BA/BS,Rented/Other,NA
DRS2463,Mail,English,077,3,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,49,<I don't know>,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,No,<Decline to answer>,Yes,Yes,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,Yes,No,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<I don't know>,Dissatisfied,Yes,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,Yes,Moderately concerned,Somewhat concerned,Moderately concerned,Not at all concerned,Moderately concerned,Not at all concerned,Very concerned,<Decline to answer>,<Decline to answer>,None of the above because climate change isn't happening,Yes,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes. Please specify:,Strongly agree,Somewhat disagree,<I don't know>,<Decline to answer>,Doing the right amount,Doing too much,No,<Decline to answer>,Yes,No,No,<Decline to answer>,No,No,<Decline to answer>,Yes,No,Yes,Yes,Yes,No,<Decline to answer>,Liberal,Yes,<Decline to answer>,Trust only a little,Trust somewhat,<Not applicable>,Strongly distrust,Somewhat distrust,Somewhat unlikely,Unsure,NA,NA,Somewhat likely,<Decline to answer>,Very unlikely,Very likely,No,NA,<Not applicable>,Yes,Yes,<Decline to answer>,No,No,<Decline to answer>,NA,Yes,NA,0.6885602505173701,Female,White,>150K,<Missing>,Hispanic/Latino,<Missing>,Owned by you or someone else living there,NA
DRS2464,Online,English,113,2,<Decline to answer>,No,No,No,No,No,29,Urban,Yes,No,No,No,No,Yes,No,Yes,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,Yes,No,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,No,No,<Decline to answer>,No,Yes,No,<Decline to answer>,No,No,No,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,No,No,No,<Decline to answer>,No,No,Moderately concerned,<Decline to answer>,Not at all concerned,<Decline to answer>,Very concerned,<Decline to answer>,<Unsure>,Yes. Please specify:,<I don't know>,by both human activities and natural changes in the environment,No,<Decline to answer>,Yes,No,No,Yes,<Decline to answer>,No,Yes,No,<Decline to answer>,<Decline to answer>,<I don't know>,<I don't know>,Not doing enough,Doing the right amount,Not doing enough,No,Yes,No,Yes,No,No,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,No,<Decline to answer>,No,<Decline to answer>,Liberal,Yes,Trust only a little,<Not applicable>,Trust somewhat,Somewhat distrust,<Not applicable>,NA,<Not applicable>,Unsure,<Decline to answer>,Very unlikely,Somewhat unlikely,<Not applicable>,Somewhat likely,Unsure,NA,Yes,Yes,Yes,NA,NA,<Not applicable>,<Decline to answer>,<Not applicable>,<Decline to answer>,<Not applicable>,Yes,0.5022781661377169,Female,White,>150K,<Missing>,Not Hispanic/Latino,BA/BS,Owned by you or someone else living there,English only
DRS2465,Mail,English,067,3,No,Yes,No,No,<Decline to answer>,No,37,<Decline to answer>,No,Yes,No,No,No,No,No,No,No,Yes,<I Dont know why the Delta is important>,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<I don't know>,Neutral,<Decline to answer>,No,Yes,No,<Decline to answer>,No,Yes,No,Somewhat concerned,Moderately concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Very concerned,Yes. Please specify:,Not at all due to climate change,mostly by natural changes in the environment,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,Yes,No,Strongly disagree,Strongly disagree,<Decline to answer>,Not doing enough,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,Yes,No,Yes,Yes,No,Very conservative,No,<Decline to answer>,NA,<Not applicable>,Trust completely,Trust completely,Trust somewhat,Somewhat unlikely,Somewhat unlikely,<Decline to answer>,Very unlikely,Somewhat likely,Very likely,Somewhat likely,NA,<Decline to answer>,No,<Not applicable>,<Not applicable>,<Decline to answer>,NA,<Decline to answer>,NA,NA,Yes,No,No,0.5411671334190727,Female,White,25K - <50K,<Missing>,Hispanic/Latino,>BA/BS,NA,NA
DRS2466,Online,Spanish,113,3,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,23,Suburban,No,No,No,Yes,Yes,No,No,Yes,No,No,No,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,No,No,No,No,<Decline to answer>,No,No,No,Yes,No,<Decline to answer>,Very satisfied,<Decline to answer>,<Decline to answer>,No,Yes,No,No,Yes,<Decline to answer>,Very concerned,Moderately concerned,Not at all concerned,Very concerned,<Unsure>,<Decline to answer>,Somewhat concerned,No,Mostly due to other factors,None of the above because climate change isn't happening,No,Yes,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes. Please specify:,Strongly disagree,Somewhat disagree,"No, I have not personally experienced drought impacts",Doing the right amount,<I don't know>,Not doing enough,No,Yes,No,Yes,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,Yes,NA,Yes,NA,Trust somewhat,Trust only a little,Trust somewhat,<Not applicable>,<Decline to answer>,Very unlikely,Very unlikely,Somewhat unlikely,Very likely,Unsure,<Decline to answer>,Very likely,Somewhat unlikely,NA,Yes,<Not applicable>,NA,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,Yes,<Not applicable>,4.166676753130773,Female,<Missing>,<25K,65+,Hispanic/Latino,<BA/BS,Owned by you or someone else living there,NA
DRS2467,Online,English,077,3,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,39,Urban,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,No,Yes,<Decline to answer>,Yes,Yes,Yes,Yes,No,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Neutral,<Decline to answer>,Yes,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Unsure>,Not at all concerned,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Mostly due to climate change,<Decline to answer>,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Somewhat agree,Somewhat agree,"No, I have not personally experienced drought impacts",Not doing enough,Doing the right amount,Not doing enough,Yes,No,No,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,No,Very conservative,NA,Trust completely,Trust only a little,NA,Trust completely,Somewhat distrust,Trust somewhat,Very unlikely,<Decline to answer>,<Not applicable>,Very unlikely,<Not applicable>,Unsure,Very likely,<Decline to answer>,<Decline to answer>,<Not applicable>,<Decline to answer>,<Decline to answer>,No,NA,<Decline to answer>,<Not applicable>,<Not applicable>,<Not applicable>,NA,Yes,0.33440672298023044,Male,Black,25K - <50K,55-64,<Missing>,BA/BS,Owned by you or someone else living there,Other lang
